anzsic_code,anzsic_desc,class_code,class_desc,group_code,group_desc,subdivision_code,subdivision_desc,division_code,division_desc,class_exclusions
A0302_01,Logging / Timber Harvesting / Timber Hewing / Tree Felling,0302,Logging,30,Forestry and Logging,03,Forestry and Logging,A,"Agriculture, Forestry and Fishing",gathering forest products are included in Class 0301 Forestry | log sawmilling or woodchipping are included in Class 1411 Log Sawmilling.
A0411_01,Rock lobster / Crayfish Fishing (Incl Processing Aboard Vessel at Sea),0411,Rock Lobster and Crab Potting,41,Fishing,04,"Fishing, Hunting and Trapping",A,"Agriculture, Forestry and Fishing",wholesaling fresh or frozen rock lobsters are included in Class 3604 Fish and Seafood Wholesaling | farming crustaceans in tanks or ponds onshore are included in Class 0203 Onshore Aquaculture.
A0412_01,Prawn Fishing (Incl Processing Aboard Vessel at Sea),0412,Prawn Fishing,41,Fishing,04,"Fishing, Hunting and Trapping",A,"Agriculture, Forestry and Fishing",farming prawns in onshore ponds are included in Class 0203 Onshore Aquaculture | wholesaling fresh or frozen prawns are included in Class 3604 Fish and Seafood Wholesaling.
A0414_01,Squid Jigging,0414,"Fish Trawling, Seining and Netting",41,Fishing,04,"Fishing, Hunting and Trapping",A,"Agriculture, Forestry and Fishing",line fishing are included in Class 0413 Line Fishing | hatching or farming fish in controlled environments are included in the appropriate classes of Group 020 Aquaculture | wholesaling fresh or frozen finfish are included in Class 3604 Fish and Seafood Wholesaling.
A0414_02,Line Fishing,0414,"Fish Trawling, Seining and Netting",41,Fishing,04,"Fishing, Hunting and Trapping",A,"Agriculture, Forestry and Fishing",line fishing are included in Class 0413 Line Fishing | hatching or farming fish in controlled environments are included in the appropriate classes of Group 020 Aquaculture | wholesaling fresh or frozen finfish are included in Class 3604 Fish and Seafood Wholesaling.
A0414_03,Finfish Trawling / Fishing,0414,"Fish Trawling, Seining and Netting",41,Fishing,04,"Fishing, Hunting and Trapping",A,"Agriculture, Forestry and Fishing",line fishing are included in Class 0413 Line Fishing | hatching or farming fish in controlled environments are included in the appropriate classes of Group 020 Aquaculture | wholesaling fresh or frozen finfish are included in Class 3604 Fish and Seafood Wholesaling.
A0419_01,Freshwater Fishing,0419,Other Fishing,41,Fishing,04,"Fishing, Hunting and Trapping",A,"Agriculture, Forestry and Fishing","hatching or farming seaweed, fish, crustaceans or molluscs in controlled environments are included in the appropriate classes of Group 020 Aquaculture | potting for rock lobster or crabs are included in Class 0411 Rock Lobster and Crab Potting."
A0419_02,Marine Fishing - Ocean or Coastal Waters n.e.c ,0419,Other Fishing,41,Fishing,04,"Fishing, Hunting and Trapping",A,"Agriculture, Forestry and Fishing","hatching or farming seaweed, fish, crustaceans or molluscs in controlled environments are included in the appropriate classes of Group 020 Aquaculture | potting for rock lobster or crabs are included in Class 0411 Rock Lobster and Crab Potting."
A0419_03,"SeaWeed - Algae - Collecting, Harvesting or Growing",0419,Other Fishing,41,Fishing,04,"Fishing, Hunting and Trapping",A,"Agriculture, Forestry and Fishing","hatching or farming seaweed, fish, crustaceans or molluscs in controlled environments are included in the appropriate classes of Group 020 Aquaculture | potting for rock lobster or crabs are included in Class 0411 Rock Lobster and Crab Potting."
A0420_01,"Hunting or Trapping of Pest Animals, Birds or Reptiles",0420,Hunting and Trapping,42,Hunting and Trapping,04,"Fishing, Hunting and Trapping",A,"Agriculture, Forestry and Fishing",Units mainly engaged in pest control for industrial or domestic purposes are included in Class 7312 Building Pest Control Services.
A0510_01,Services to Forestry / Forest Conservation Service / Forest Timber Planting,0510,Forestry Support Services,51,Forestry Support Services,05,"Agriculture, Forestry and Fishing Support Services",A,"Agriculture, Forestry and Fishing",planting or propagating non-forest nursery stock are included in either Class 0111 Nursery Production (Under Cover) or 0112 Nursery Production (Outdoors) | wild animal pest control are included in Class 0420 Hunting and Trapping | aerial pest control services are included in Class 0529 Other Agriculture and Fishing Support Services | forest fire fighting services are included in Class 7713 Fire Protection and Other Emergency Services.
A0510_02,Forestry Pest Control Service (Excl Aerial or Wild Animal Control),0510,Forestry Support Services,51,Forestry Support Services,05,"Agriculture, Forestry and Fishing Support Services",A,"Agriculture, Forestry and Fishing",planting or propagating non-forest nursery stock are included in either Class 0111 Nursery Production (Under Cover) or 0112 Nursery Production (Outdoors) | wild animal pest control are included in Class 0420 Hunting and Trapping | aerial pest control services are included in Class 0529 Other Agriculture and Fishing Support Services | forest fire fighting services are included in Class 7713 Fire Protection and Other Emergency Services.
A0521_01,Cotton Ginning,0521,Cotton Ginning,52,Agriculture and Fishing Support Services,05,"Agriculture, Forestry and Fishing Support Services",A,"Agriculture, Forestry and Fishing",No exclusion
A0522_01,Livestock Shearing Service,0522,Shearing Services,52,Agriculture and Fishing Support Services,05,"Agriculture, Forestry and Fishing Support Services",A,"Agriculture, Forestry and Fishing",No exclusion
A0529_01,"Aerial Agricultural Services / Crop or Pasture Spraying, Spreading, Seeding",0529,Other Agriculture and Fishing Support Services,52,Agriculture and Fishing Support Services,05,"Agriculture, Forestry and Fishing Support Services",A,"Agriculture, Forestry and Fishing",providing domestic pet boarding services are included in Class 9539 Other Personal Services n.e.c. | constructing fences or clearing land are included in the appropriate classes of Division E Construction
A0529_02,Aerial Mustering Service,0529,Other Agriculture and Fishing Support Services,52,Agriculture and Fishing Support Services,05,"Agriculture, Forestry and Fishing Support Services",A,"Agriculture, Forestry and Fishing",providing domestic pet boarding services are included in Class 9539 Other Personal Services n.e.c. | constructing fences or clearing land are included in the appropriate classes of Division E Construction
A0529_03,Aerial Pest Control or Baiting,0529,Other Agriculture and Fishing Support Services,52,Agriculture and Fishing Support Services,05,"Agriculture, Forestry and Fishing Support Services",A,"Agriculture, Forestry and Fishing",providing domestic pet boarding services are included in Class 9539 Other Personal Services n.e.c. | constructing fences or clearing land are included in the appropriate classes of Division E Construction
A0529_04,Seed Cleaning or Grading Service,0529,Other Agriculture and Fishing Support Services,52,Agriculture and Fishing Support Services,05,"Agriculture, Forestry and Fishing Support Services",A,"Agriculture, Forestry and Fishing",providing domestic pet boarding services are included in Class 9539 Other Personal Services n.e.c. | constructing fences or clearing land are included in the appropriate classes of Division E Construction
A0529_05,Wool Classing (Incl Wool Re-Classing or Bulk Classing Service),0529,Other Agriculture and Fishing Support Services,52,Agriculture and Fishing Support Services,05,"Agriculture, Forestry and Fishing Support Services",A,"Agriculture, Forestry and Fishing",providing domestic pet boarding services are included in Class 9539 Other Personal Services n.e.c. | constructing fences or clearing land are included in the appropriate classes of Division E Construction
A0529_06,Agricultural Pest Control Service (Excl Wild Animal Control),0529,Other Agriculture and Fishing Support Services,52,Agriculture and Fishing Support Services,05,"Agriculture, Forestry and Fishing Support Services",A,"Agriculture, Forestry and Fishing",providing domestic pet boarding services are included in Class 9539 Other Personal Services n.e.c. | constructing fences or clearing land are included in the appropriate classes of Division E Construction
A0529_07,Services to Agriculture n.e.c.,0529,Other Agriculture and Fishing Support Services,52,Agriculture and Fishing Support Services,05,"Agriculture, Forestry and Fishing Support Services",A,"Agriculture, Forestry and Fishing",providing domestic pet boarding services are included in Class 9539 Other Personal Services n.e.c. | constructing fences or clearing land are included in the appropriate classes of Division E Construction
A0529_08,Agricultural Support Service,0529,Other Agriculture and Fishing Support Services,52,Agriculture and Fishing Support Services,05,"Agriculture, Forestry and Fishing Support Services",A,"Agriculture, Forestry and Fishing",providing domestic pet boarding services are included in Class 9539 Other Personal Services n.e.c. | constructing fences or clearing land are included in the appropriate classes of Division E Construction
A0529_09,Agricultural Weed Control Service (Incl Crop Spraying),0529,Other Agriculture and Fishing Support Services,52,Agriculture and Fishing Support Services,05,"Agriculture, Forestry and Fishing Support Services",A,"Agriculture, Forestry and Fishing",providing domestic pet boarding services are included in Class 9539 Other Personal Services n.e.c. | constructing fences or clearing land are included in the appropriate classes of Division E Construction
A0529_10,Contract Harvesting Service -Crop,0529,Other Agriculture and Fishing Support Services,52,Agriculture and Fishing Support Services,05,"Agriculture, Forestry and Fishing Support Services",A,"Agriculture, Forestry and Fishing",providing domestic pet boarding services are included in Class 9539 Other Personal Services n.e.c. | constructing fences or clearing land are included in the appropriate classes of Division E Construction
A0529_11,Farm Irrigation Service - Construction and / or Installation),0529,Other Agriculture and Fishing Support Services,52,Agriculture and Fishing Support Services,05,"Agriculture, Forestry and Fishing Support Services",A,"Agriculture, Forestry and Fishing",providing domestic pet boarding services are included in Class 9539 Other Personal Services n.e.c. | constructing fences or clearing land are included in the appropriate classes of Division E Construction
A0529_12,Agricultural / Farm Handyman,0529,Other Agriculture and Fishing Support Services,52,Agriculture and Fishing Support Services,05,"Agriculture, Forestry and Fishing Support Services",A,"Agriculture, Forestry and Fishing",providing domestic pet boarding services are included in Class 9539 Other Personal Services n.e.c. | constructing fences or clearing land are included in the appropriate classes of Division E Construction
A0529_13,Farrier Service,0529,Other Agriculture and Fishing Support Services,52,Agriculture and Fishing Support Services,05,"Agriculture, Forestry and Fishing Support Services",A,"Agriculture, Forestry and Fishing",providing domestic pet boarding services are included in Class 9539 Other Personal Services n.e.c. | constructing fences or clearing land are included in the appropriate classes of Division E Construction
A0529_14,Fruit or Vegetable Picking,0529,Other Agriculture and Fishing Support Services,52,Agriculture and Fishing Support Services,05,"Agriculture, Forestry and Fishing Support Services",A,"Agriculture, Forestry and Fishing",providing domestic pet boarding services are included in Class 9539 Other Personal Services n.e.c. | constructing fences or clearing land are included in the appropriate classes of Division E Construction
A0529_15,"Hay Baling, Hay Cutting, Hay Pressing, Wind Rowing Contractors",0529,Other Agriculture and Fishing Support Services,52,Agriculture and Fishing Support Services,05,"Agriculture, Forestry and Fishing Support Services",A,"Agriculture, Forestry and Fishing",providing domestic pet boarding services are included in Class 9539 Other Personal Services n.e.c. | constructing fences or clearing land are included in the appropriate classes of Division E Construction
B0600_01,Black Coal Mining - Underground,0600,Coal Mining,60,Coal Mining,06,Coal Mining,B,Mining,"extraction of horticultural peat are included in Class 0990 Other Non-Metallic Mineral Mining and Quarrying | peat briquetting, where the peat is purchased and not mined, are included in Class 1709 Other Petroleum and Coal Product Manufacturing."
B0600_02,Black Coal Mining - Open-cut / Opencast,0600,Coal Mining,60,Coal Mining,06,Coal Mining,B,Mining,"extraction of horticultural peat are included in Class 0990 Other Non-Metallic Mineral Mining and Quarrying | peat briquetting, where the peat is purchased and not mined, are included in Class 1709 Other Petroleum and Coal Product Manufacturing."
B0600_03,Brown Coal Mining - Underground,0600,Coal Mining,60,Coal Mining,06,Coal Mining,B,Mining,"extraction of horticultural peat are included in Class 0990 Other Non-Metallic Mineral Mining and Quarrying | peat briquetting, where the peat is purchased and not mined, are included in Class 1709 Other Petroleum and Coal Product Manufacturing."
